Hubs				Lower bound1		Lower bound2		Current_obj_fun		Best_obj_fun
[3,16,19]      		10125618524.100		-----          		NaN				9076060742.490
[3,16,20]      		9821708575.935		-----          		NaN				9076060742.490
[3,16,22]      		9482754003.632		-----          		NaN				9076060742.490
[3,16,23]      		10017949673.212		-----          		NaN				9076060742.490
[3,16,24]      		10137745482.146		-----          		NaN				9076060742.490
[3,17,19]      		10126573274.301		-----          		NaN				9076060742.490
[3,17,20]      		9735070656.580		-----          		NaN				9076060742.490
[3,17,22]      		9382775917.792		-----          		NaN				9076060742.490
[3,17,23]      		9947980527.528		-----          		NaN				9076060742.490
[3,17,24]      		10152001354.955		-----          		NaN				9076060742.490
[3,18,19]      		9204051692.266		-----          		NaN				9076060742.490
[3,18,20]      		10747307321.032		-----          		NaN				9076060742.490
[3,18,21]      		10807265579.280		-----          		NaN				9076060742.490
[3,18,22]      		10957644204.027		-----          		NaN				9076060742.490
[3,18,23]      		10314043861.628		-----          		NaN				9076060742.490
[3,19,20]      		10062547181.376		-----          		NaN				9076060742.490
[3,19,21]      		9192271278.407		-----          		NaN				9076060742.490
[3,19,22]      		9684772161.978		-----          		NaN				9076060742.490
[3,19,23]      		10209016280.903		-----          		NaN				9076060742.490
[3,19,24]      		10206306196.915		-----          		NaN				9076060742.490
[3,20,21]      		10711785630.907		-----          		NaN				9076060742.490
[3,20,22]      		11149516644.904		-----          		NaN				9076060742.490
[3,20,23]      		11263846415.849		-----          		NaN				9076060742.490
[3,20,24]      		9830930596.356		-----          		NaN				9076060742.490
[3,21,22]      		11068788328.129		-----          		NaN				9076060742.490
[3,21,23]      		10310142970.900		-----          		NaN				9076060742.490
[3,22,23]      		10821038043.769		-----          		NaN				9076060742.490
[3,22,24]      		9469327237.461		-----          		NaN				9076060742.490
[3,23,24]      		10087399034.932		-----          		NaN				9076060742.490
[4,5,6]        		10141004025.321		-----          		NaN				9076060742.490
[4,5,7]        		9630719212.555		-----          		NaN				9076060742.490
[4,5,8]        		11326785569.762		-----          		NaN				9076060742.490
[4,5,9]        		10429044764.268		-----          		NaN				9076060742.490
[4,5,10]       		10052370921.342		-----          		NaN				9076060742.490
[4,5,11]       		9556587442.042		-----          		NaN				9076060742.490
[4,5,12]       		10586983100.639		-----          		NaN				9076060742.490
[4,5,13]       		11065142153.368		-----          		NaN				9076060742.490
[4,5,14]       		10552037672.753		-----          		NaN				9076060742.490
[4,5,15]       		10793675179.983		-----          		NaN				9076060742.490
[4,5,16]       		10583178241.106		-----          		NaN				9076060742.490
[4,5,17]       		10544570534.577		-----          		NaN				9076060742.490
[4,5,18]       		9603401039.654		-----          		NaN				9076060742.490
[4,5,19]       		11000368503.702		-----          		NaN				9076060742.490
[4,5,20]       		10394217601.807		-----          		NaN				9076060742.490
[4,5,21]       		9689875900.467		-----          		NaN				9076060742.490
[4,5,22]       		10246339920.896		-----          		NaN				9076060742.490
[4,5,23]       		11009824075.659		-----          		NaN				9076060742.490
[4,5,24]       		10665903634.633		-----          		NaN				9076060742.490
[4,6,7]        		10031819324.882		-----          		NaN				9076060742.490
[4,6,8]        		10368463322.139		-----          		NaN				9076060742.490
[4,6,9]        		10808184105.369		-----          		NaN				9076060742.490
[4,6,10]       		10444785121.548		-----          		NaN				9076060742.490
[4,6,11]       		9872952387.009		-----          		NaN				9076060742.490
[4,6,12]       		10734905978.266		-----          		NaN				9076060742.490
[4,6,13]       		10543530156.578		-----          		NaN				9076060742.490
[4,6,14]       		10583085017.269		-----          		NaN				9076060742.490
[4,6,15]       		10734195769.870		-----          		NaN				9076060742.490
[4,6,16]       		9531170716.781		-----          		NaN				9076060742.490
[4,6,17]       		9462081613.027		-----          		NaN				9076060742.490
[4,6,18]       		9958104598.646		-----          		NaN				9076060742.490
[4,6,19]       		9860021548.840		-----          		NaN				9076060742.490
[4,6,20]       		10494374961.423		-----          		NaN				9076060742.490
[4,6,21]       		9904674627.634		-----          		NaN				9076060742.490
[4,6,22]       		10287892130.524		-----          		NaN				9076060742.490
[4,6,23]       		10502238705.470		-----          		NaN				9076060742.490
[4,6,24]       		9605007524.476		-----          		NaN				9076060742.490
[4,7,8]        		9853150935.794		-----          		NaN				9076060742.490
[4,7,9]        		10048392157.867		-----          		NaN				9076060742.490
[4,7,10]       		10119176844.440		-----          		NaN				9076060742.490
[4,7,11]       		9919165925.048		-----          		NaN				9076060742.490
[4,7,12]       		10028683656.409		-----          		NaN				9076060742.490
[4,7,13]       		10004187313.449		-----          		NaN				9076060742.490
[4,7,14]       		10229311738.815		-----          		NaN				9076060742.490
[4,7,15]       		10039706713.813		-----          		NaN				9076060742.490
[4,7,18]       		10035314858.279		-----          		NaN				9076060742.490
[4,7,19]       		9350052621.455		-----          		NaN				9076060742.490
[4,7,20]       		10098464987.018		-----          		NaN				9076060742.490
[4,7,21]       		9943821411.843		-----          		NaN				9076060742.490
[4,7,22]       		10171868792.659		-----          		NaN				9076060742.490
[4,7,23]       		9945568476.068		-----          		NaN				9076060742.490
[4,7,24]       		9137218577.953		-----          		NaN				9076060742.490
[4,8,9]        		10653764642.261		-----          		NaN				9076060742.490
[4,8,10]       		10296851879.372		-----          		NaN				9076060742.490
[4,8,11]       		9783344658.087		-----          		NaN				9076060742.490
[4,8,12]       		10810434706.612		-----          		NaN				9076060742.490
[4,8,13]       		11277487342.371		-----          		NaN				9076060742.490
[4,8,14]       		10786570802.362		-----          		NaN				9076060742.490
[4,8,15]       		11018369621.464		-----          		NaN				9076060742.490
[4,8,16]       		10569086861.874		-----          		NaN				9076060742.490
[4,8,17]       		10527219171.029		-----          		NaN				9076060742.490
[4,8,18]       		9825192330.771		-----          		NaN				9076060742.490
[4,8,19]       		10965690570.516		-----          		NaN				9076060742.490
[4,8,20]       		10630843734.820		-----          		NaN				9076060742.490
[4,8,21]       		9916595655.109		-----          		NaN				9076060742.490
[4,8,22]       		10474499423.352		-----          		NaN				9076060742.490
[4,8,23]       		11217220013.029		-----          		NaN				9076060742.490
[4,8,24]       		10653529342.928		-----          		NaN				9076060742.490
[4,9,10]       		10499071187.069		-----          		NaN				9076060742.490
[4,9,11]       		9914808374.515		-----          		NaN				9076060742.490
[4,9,12]       		10965476936.637		-----          		NaN				9076060742.490
[4,9,13]       		10837813394.506		-----          		NaN				9076060742.490
[4,9,14]       		10732293171.177		-----          		NaN				9076060742.490
[4,9,15]       		11039879944.189		-----          		NaN				9076060742.490
[4,9,16]       		9775545567.853		-----          		NaN				9076060742.490
[4,9,17]       		9704765763.959		-----          		NaN				9076060742.490
[4,9,18]       		9984587089.518		-----          		NaN				9076060742.490
[4,9,19]       		10085808327.727		-----          		NaN				9076060742.490
[4,9,20]       		10669616301.958		-----          		NaN				9076060742.490
[4,9,21]       		9981318327.583		-----          		NaN				9076060742.490
[4,9,22]       		10405272522.134		-----          		NaN				9076060742.490
[4,9,23]       		10800306553.375		-----          		NaN				9076060742.490
[4,9,24]       		9845235683.582		-----          		NaN				9076060742.490
[4,10,11]      		9867634379.755		-----          		NaN				9076060742.490
[4,10,12]      		10546785869.958		-----          		NaN				9076060742.490
[4,10,13]      		10409095021.652		-----          		NaN				9076060742.490
[4,10,14]      		10644696317.388		-----          		NaN				9076060742.490
[4,10,15]      		10513123907.352		-----          		NaN				9076060742.490
[4,10,16]      		9440382844.123		-----          		NaN				9076060742.490
[4,10,17]      		9385067487.832		-----          		NaN				9076060742.490
[4,10,18]      		9950765278.068		-----          		NaN				9076060742.490
[4,10,19]      		9769829103.430		-----          		NaN				9076060742.490
[4,10,20]      		10648474262.838		-----          		NaN				9076060742.490
[4,10,21]      		9843856497.530		-----          		NaN				9076060742.490
[4,10,22]      		10196579098.087		-----          		NaN				9076060742.490
[4,10,23]      		10363551474.779		-----          		NaN				9076060742.490
[4,10,24]      		9549664034.610		-----          		NaN				9076060742.490
[4,11,12]      		9895696737.272		-----          		NaN				9076060742.490
[4,11,13]      		9923324486.618		-----          		NaN				9076060742.490
[4,11,14]      		10054356173.014		-----          		NaN				9076060742.490
[4,11,15]      		9921643570.545		-----          		NaN				9076060742.490
[4,11,18]      		10144758467.727		-----          		NaN				9076060742.490
[4,11,19]      		9266153247.288		-----          		NaN				9076060742.490
[4,11,20]      		9875404670.379		-----          		NaN				9076060742.490
[4,11,21]      		10157553422.386		-----          		NaN				9076060742.490
[4,11,22]      		10159149622.257		-----          		NaN				9076060742.490
[4,11,23]      		9861992290.844		-----          		NaN				9076060742.490
[4,12,13]      		11009997097.934		-----          		NaN				9076060742.490
[4,12,14]      		10825061959.626		-----          		NaN				9076060742.490
[4,12,15]      		11184608580.538		-----          		NaN				9076060742.490
[4,12,16]      		9939764940.115		-----          		NaN				9076060742.490
[4,12,17]      		9871960314.070		-----          		NaN				9076060742.490
[4,12,18]      		9948524497.188		-----          		NaN				9076060742.490
[4,12,19]      		10254752508.744		-----          		NaN				9076060742.490
[4,12,20]      		10868775068.517		-----          		NaN				9076060742.490
[4,12,21]      		9972396064.406		-----          		NaN				9076060742.490
[4,12,22]      		10416410859.562		-----          		NaN				9076060742.490
[4,12,23]      		10975592972.403		-----          		NaN				9076060742.490
[4,12,24]      		10013583574.592		-----          		NaN				9076060742.490
[4,13,14]      		10914784714.192		-----          		NaN				9076060742.490
[4,13,15]      		11253509726.785		-----          		NaN				9076060742.490
[4,13,16]      		10557384029.871		-----          		NaN				9076060742.490
[4,13,17]      		10498345274.798		-----          		NaN				9076060742.490
[4,13,18]      		9962633666.167		-----          		NaN				9076060742.490
[4,13,19]      		10790912127.664		-----          		NaN				9076060742.490
[4,13,20]      		10737334506.089		-----          		NaN				9076060742.490
[4,13,21]      		10046043657.103		-----          		NaN				9076060742.490
[4,13,22]      		10602523419.575		-----          		NaN				9076060742.490
[4,13,23]      		11679642149.475		-----          		NaN				9076060742.490
[4,13,24]      		10647543221.110		-----          		NaN				9076060742.490
[4,14,15]      		10850655075.307		-----          		NaN				9076060742.490
[4,14,16]      		9936940053.266		-----          		NaN				9076060742.490
[4,14,17]      		9858137209.545		-----          		NaN				9076060742.490
[4,14,18]      		10099480787.880		-----          		NaN				9076060742.490
[4,14,19]      		10235504344.034		-----          		NaN				9076060742.490
[4,14,20]      		10832730816.204		-----          		NaN				9076060742.490
[4,14,21]      		10135646406.576		-----          		NaN				9076060742.490
[4,14,22]      		10610548784.897		-----          		NaN				9076060742.490
[4,14,23]      		10853495410.870		-----          		NaN				9076060742.490
[4,14,24]      		10003674727.353		-----          		NaN				9076060742.490
[4,15,16]      		10135392539.378		-----          		NaN				9076060742.490
[4,15,17]      		10065650778.291		-----          		NaN				9076060742.490
[4,15,18]      		9983477135.897		-----          		NaN				9076060742.490
[4,15,19]      		10449252697.654		-----          		NaN				9076060742.490
[4,15,20]      		10817653629.786		-----          		NaN				9076060742.490
[4,15,21]      		10024405392.554		-----          		NaN				9076060742.490
[4,15,22]      		10497955505.069		-----          		NaN				9076060742.490
[4,15,23]      		11220103299.784		-----          		NaN				9076060742.490
[4,15,24]      		10203937920.162		-----          		NaN				9076060742.490
[4,16,17]      		10655337268.621		-----          		NaN				9076060742.490
[4,16,19]      		10577865923.125		-----          		NaN				9076060742.490
[4,16,20]      		9777946468.694		-----          		NaN				9076060742.490
[4,16,22]      		9591927997.898		-----          		NaN				9076060742.490
[4,16,23]      		10513675086.363		-----          		NaN				9076060742.490
[4,16,24]      		10606751400.785		-----          		NaN				9076060742.490
[4,17,19]      		10553969580.319		-----          		NaN				9076060742.490
[4,17,20]      		9724235790.786		-----          		NaN				9076060742.490
[4,17,22]      		9523393656.917		-----          		NaN				9076060742.490
[4,17,23]      		10453975317.359		-----          		NaN				9076060742.490
[4,17,24]      		10607798224.984		-----          		NaN				9076060742.490
[4,18,19]      		9312419014.200		-----          		NaN				9076060742.490
[4,18,20]      		9942775378.668		-----          		NaN				9076060742.490
[4,18,21]      		10030954609.483		-----          		NaN				9076060742.490
[4,18,22]      		10147514775.395		-----          		NaN				9076060742.490
[4,18,23]      		9900945244.485		-----          		NaN				9076060742.490
[4,18,24]      		9080846046.900		-----          		NaN				9076060742.490
[4,19,20]      		10114736644.103		-----          		NaN				9076060742.490
[4,19,21]      		9365255744.052		-----          		NaN				9076060742.490
[4,19,22]      		9898140995.139		-----          		NaN				9076060742.490
[4,19,23]      		10743185820.853		-----          		NaN				9076060742.490
[4,19,24]      		10662495421.380		-----          		NaN				9076060742.490
[4,20,21]      		9884096183.763		-----          		NaN				9076060742.490
[4,20,22]      		10292836705.092		-----          		NaN				9076060742.490
[4,20,23]      		10694828906.922		-----          		NaN				9076060742.490
[4,20,24]      		9888994183.351		-----          		NaN				9076060742.490
[4,21,22]      		10348885604.251		-----          		NaN				9076060742.490
[4,21,23]      		9984446559.507		-----          		NaN				9076060742.490
[4,21,24]      		9138402637.840		-----          		NaN				9076060742.490
[4,22,23]      		10541084768.025		-----          		NaN				9076060742.490
[4,22,24]      		9668718110.991		-----          		NaN				9076060742.490
[4,23,24]      		10604317639.527		-----          		NaN				9076060742.490
[5,6,7]        		9571242003.044		-----          		NaN				9076060742.490
[5,6,8]        		10268404377.224		-----          		NaN				9076060742.490
[5,6,9]        		10342414347.733		-----          		NaN				9076060742.490
[5,6,10]       		9937672759.578		-----          		NaN				9076060742.490
[5,6,11]       		9437901124.244		-----          		NaN				9076060742.490
[5,6,12]       		10145395824.413		-----          		NaN				9076060742.490
[5,6,13]       		10051487979.590		-----          		NaN				9076060742.490
[5,6,14]       		10074521460.755		-----          		NaN				9076060742.490
[5,6,15]       		10209010438.483		-----          		NaN				9076060742.490
[5,6,16]       		9605392481.725		-----          		NaN				9076060742.490
[5,6,17]       		9560012633.635		-----          		NaN				9076060742.490
[5,6,18]       		9530637151.313		-----          		NaN				9076060742.490
[5,6,19]       		10026128881.739		-----          		NaN				9076060742.490
[5,6,20]       		9942358418.598		-----          		NaN				9076060742.490
[5,6,21]       		9449741637.873		-----          		NaN				9076060742.490
[5,6,22]       		9829296206.409		-----          		NaN				9076060742.490
[5,6,23]       		9989838505.675		-----          		NaN				9076060742.490
[5,6,24]       		9658736180.480		-----          		NaN				9076060742.490
[5,7,8]        		9917925950.743		-----          		NaN				9076060742.490
[5,7,9]        		9595762765.545		-----          		NaN				9076060742.490
[5,7,10]       		9626902438.647		-----          		NaN				9076060742.490
[5,7,11]       		9606074976.439		-----          		NaN				9076060742.490
[5,7,12]       		9447523362.642		-----          		NaN				9076060742.490
[5,7,13]       		9600843735.976		-----          		NaN				9076060742.490
[5,7,14]       		9868784180.626		-----          		NaN				9076060742.490
[5,7,15]       		9523832939.139		-----          		NaN				9076060742.490
[5,7,16]       		9245773345.803		-----          		NaN				9076060742.490
[5,7,17]       		9201163993.419		-----          		NaN				9076060742.490
[5,7,18]       		9731269693.663		-----          		NaN				9076060742.490
[5,7,19]       		9640733936.002		-----          		NaN				9076060742.490
[5,7,20]       		9512836168.053		-----          		NaN				9076060742.490
[5,7,21]       		9619487003.540		-----          		NaN				9076060742.490
[5,7,22]       		9843931063.434		-----          		NaN				9076060742.490
[5,7,23]       		9492592311.014		-----          		NaN				9076060742.490
[5,7,24]       		9269001930.867		-----          		NaN				9076060742.490
[5,8,9]        		10585529948.460		-----          		NaN				9076060742.490
[5,8,10]       		10212679288.410		-----          		NaN				9076060742.490
[5,8,11]       		9913821080.202		-----          		NaN				9076060742.490
[5,8,12]       		10616291273.880		-----          		NaN				9076060742.490
[5,8,13]       		11456436538.934		-----          		NaN				9076060742.490
[5,8,14]       		10877918529.031		-----          		NaN				9076060742.490
[5,8,15]       		10899383149.045		-----          		NaN				9076060742.490
[5,8,16]       		11113416812.365		-----          		NaN				9076060742.490
[5,8,17]       		11081584176.552		-----          		NaN				9076060742.490
[5,8,18]       		9937220711.310		-----          		NaN				9076060742.490
[5,8,19]       		11543786222.239		-----          		NaN				9076060742.490
[5,8,20]       		10477646969.719		-----          		NaN				9076060742.490
[5,8,21]       		10067160147.564		-----          		NaN				9076060742.490
[5,8,22]       		10660397673.452		-----          		NaN				9076060742.490
[5,8,23]       		11309589288.363		-----          		NaN				9076060742.490
[5,8,24]       		11167590359.611		-----          		NaN				9076060742.490
[5,9,10]       		9989773023.816		-----          		NaN				9076060742.490
[5,9,11]       		9505662011.974		-----          		NaN				9076060742.490
[5,9,12]       		10391613724.989		-----          		NaN				9076060742.490
[5,9,13]       		10428644744.561		-----          		NaN				9076060742.490
[5,9,14]       		10235793729.713		-----          		NaN				9076060742.490
[5,9,15]       		10596083936.896		-----          		NaN				9076060742.490
[5,9,16]       		9918598951.283		-----          		NaN				9076060742.490
[5,9,17]       		9882676292.203		-----          		NaN				9076060742.490
[5,9,18]       		9576230574.206		-----          		NaN				9076060742.490
[5,9,19]       		10369484347.992		-----          		NaN				9076060742.490
[5,9,20]       		10109271017.166		-----          		NaN				9076060742.490
[5,9,21]       		9570647309.330		-----          		NaN				9076060742.490
[5,9,22]       		10012154407.165		-----          		NaN				9076060742.490
[5,9,23]       		10370634716.934		-----          		NaN				9076060742.490
[5,9,24]       		10006341181.915		-----          		NaN				9076060742.490
[5,10,11]      		9380251243.351		-----          		NaN				9076060742.490
[5,10,12]      		9961773381.380		-----          		NaN				9076060742.490
[5,10,13]      		9882761267.214		-----          		NaN				9076060742.490
[5,10,14]      		10167621806.336		-----          		NaN				9076060742.490
[5,10,15]      		9953664876.143		-----          		NaN				9076060742.490
[5,10,16]      		9488655139.367		-----          		NaN				9076060742.490
[5,10,17]      		9447210110.329		-----          		NaN				9076060742.490
[5,10,18]      		9473538225.575		-----          		NaN				9076060742.490
[5,10,19]      		9874203425.559		-----          		NaN				9076060742.490
[5,10,20]      		10072458282.705		-----          		NaN				9076060742.490
[5,10,21]      		9354012138.648		-----          		NaN				9076060742.490
[5,10,22]      		9708821967.378		-----          		NaN				9076060742.490
[5,10,23]      		9816795274.100		-----          		NaN				9076060742.490
[5,10,24]      		9525142620.884		-----          		NaN				9076060742.490
[5,11,12]      		9330884549.022		-----          		NaN				9076060742.490
[5,11,13]      		9624660015.232		-----          		NaN				9076060742.490
[5,11,14]      		9728425618.306		-----          		NaN				9076060742.490
[5,11,15]      		9456978799.789		-----          		NaN				9076060742.490
[5,11,16]      		9272941393.690		-----          		NaN				9076060742.490
[5,11,17]      		9230662481.860		-----          		NaN				9076060742.490
[5,11,18]      		9904905036.242		-----          		NaN				9076060742.490
[5,11,19]      		9669821833.121		-----          		NaN				9076060742.490
[5,11,20]      		9302501697.514		-----          		NaN				9076060742.490
[5,11,21]      		9941555759.434		-----          		NaN				9076060742.490
[5,11,22]      		9951861907.922		-----          		NaN				9076060742.490
[5,11,23]      		9487592704.092		-----          		NaN				9076060742.490
[5,11,24]      		9317174680.107		-----          		NaN				9076060742.490
[5,12,13]      		10445270829.018		-----          		NaN				9076060742.490
[5,12,14]      		10223994799.524		-----          		NaN				9076060742.490
[5,12,15]      		10608893379.177		-----          		NaN				9076060742.490
[5,12,16]      		9917098746.498		-----          		NaN				9076060742.490
[5,12,17]      		9872004241.843		-----          		NaN				9076060742.490
[5,12,18]      		9393947848.086		-----          		NaN				9076060742.490
[5,12,19]      		10351868031.709		-----          		NaN				9076060742.490
[5,12,20]      		10283409974.538		-----          		NaN				9076060742.490
[5,12,21]      		9399309764.101		-----          		NaN				9076060742.490
[5,12,22]      		9840510091.389		-----          		NaN				9076060742.490
[5,12,23]      		10402572362.510		-----          		NaN				9076060742.490
[5,12,24]      		9994229856.302		-----          		NaN				9076060742.490
[5,13,14]      		10475218773.711		-----          		NaN				9076060742.490
[5,13,15]      		10845412013.942		-----          		NaN				9076060742.490
[5,13,16]      		11088888504.449		-----          		NaN				9076060742.490
[5,13,17]      		11064833408.851		-----          		NaN				9076060742.490
[5,13,18]      		9642167139.282		-----          		NaN				9076060742.490
[5,13,19]      		11474942398.434		-----          		NaN				9076060742.490
[5,13,20]      		10166457014.214		-----          		NaN				9076060742.490
[5,13,21]      		9764063492.861		-----          		NaN				9076060742.490
[5,13,22]      		10389828335.585		-----          		NaN				9076060742.490
[5,13,23]      		11592650490.546		-----          		NaN				9076060742.490
[5,13,24]      		11207762152.200		-----          		NaN				9076060742.490
[5,14,15]      		10288436701.902		-----          		NaN				9076060742.490
[5,14,16]      		10148014638.196		-----          		NaN				9076060742.490
[5,14,17]      		10113693121.120		-----          		NaN				9076060742.490
[5,14,18]      		9785733872.927		-----          		NaN				9076060742.490
[5,14,19]      		10555532459.337		-----          		NaN				9076060742.490
[5,14,20]      		10280437335.289		-----          		NaN				9076060742.490
[5,14,21]      		9800777364.594		-----          		NaN				9076060742.490
[5,14,22]      		10275897139.529		-----          		NaN				9076060742.490
[5,14,23]      		10353491954.556		-----          		NaN				9076060742.490
[5,14,24]      		10183659154.213		-----          		NaN				9076060742.490
[5,15,16]      		10251235718.029		-----          		NaN				9076060742.490
[5,15,17]      		10217758329.565		-----          		NaN				9076060742.490
[5,15,18]      		9514068438.094		-----          		NaN				9076060742.490
[5,15,19]      		10717429892.558		-----          		NaN				9076060742.490
[5,15,20]      		10229267190.391		-----          		NaN				9076060742.490
[5,15,21]      		9560023002.631		-----          		NaN				9076060742.490
[5,15,22]      		10060595870.089		-----          		NaN				9076060742.490
[5,15,23]      		10795248816.348		-----          		NaN				9076060742.490
[5,15,24]      		10356748916.176		-----          		NaN				9076060742.490
[5,16,17]      		11315882398.993		-----          		NaN				9076060742.490
[5,16,18]      		9283254328.086		-----          		NaN				9076060742.490
[5,16,19]      		11299454640.516		-----          		NaN				9076060742.490
[5,16,20]      		9743010546.728		-----          		NaN				9076060742.490
[5,16,21]      		9399534918.979		-----          		NaN				9076060742.490
[5,16,22]      		10023367189.176		-----          		NaN				9076060742.490
[5,16,23]      		10950613449.975		-----          		NaN				9076060742.490
[5,16,24]      		11256047994.323		-----          		NaN				9076060742.490
[5,17,18]      		9238579125.158		-----          		NaN				9076060742.490
[5,17,19]      		11298114054.309		-----          		NaN				9076060742.490
[5,17,20]      		9701226560.356		-----          		NaN				9076060742.490
[5,17,21]      		9359119990.279		-----          		NaN				9076060742.490
[5,17,22]      		9985494082.976		-----          		NaN				9076060742.490
[5,17,23]      		10925897340.446		-----          		NaN				9076060742.490
[5,17,24]      		11264500318.282		-----          		NaN				9076060742.490
[5,18,19]      		9677822519.580		-----          		NaN				9076060742.490
[5,18,20]      		9378830615.791		-----          		NaN				9076060742.490
[5,18,21]      		9789328487.872		-----          		NaN				9076060742.490
[5,18,22]      		9915038587.759		-----          		NaN				9076060742.490
[5,18,23]      		9514709124.477		-----          		NaN				9076060742.490
[5,18,24]      		9320091147.838		-----          		NaN				9076060742.490
[5,19,20]      		10142184315.680		-----          		NaN				9076060742.490
[5,19,21]      		9829379284.564		-----          		NaN				9076060742.490
[5,19,22]      		10464354192.753		-----          		NaN				9076060742.490
[5,19,23]      		11327710019.535		-----          		NaN				9076060742.490
[5,19,24]      		11442530456.172		-----          		NaN				9076060742.490
[5,20,21]      		9315919652.496		-----          		NaN				9076060742.490
[5,20,22]      		9732492634.302		-----          		NaN				9076060742.490
[5,20,23]      		10124499240.312		-----          		NaN				9076060742.490
[5,20,24]      		9789148094.727		-----          		NaN				9076060742.490
[5,21,22]      		10158259079.097		-----          		NaN				9076060742.490
[5,21,23]      		9626140314.390		-----          		NaN				9076060742.490
[5,21,24]      		9456330710.418		-----          		NaN				9076060742.490
[5,22,23]      		10243586538.892		-----          		NaN				9076060742.490
[5,22,24]      		10095138435.726		-----          		NaN				9076060742.490
[5,23,24]      		11065731286.568		-----          		NaN				9076060742.490
[6,7,8]        		9903178708.276		-----          		NaN				9076060742.490
[6,7,9]        		15827398118.137		-----          		NaN				9076060742.490
[6,7,10]       		13483547521.020		-----          		NaN				9076060742.490
[6,7,11]       		15520806244.866		-----          		NaN				9076060742.490
[6,7,12]       		12439334551.285		-----          		NaN				9076060742.490
[6,7,13]       		14113673315.676		-----          		NaN				9076060742.490
[6,7,14]       		13413269809.419		-----          		NaN				9076060742.490
[6,7,15]       		14385295798.573		-----          		NaN				9076060742.490
[6,7,16]       		9646262793.633		-----          		NaN				9076060742.490
[6,7,17]       		9452475247.344		-----          		NaN				9076060742.490
[6,7,18]       		15684909059.564		-----          		NaN				9076060742.490
[6,7,19]       		9347685481.414		-----          		NaN				9076060742.490
[6,7,20]       		11743456513.731		-----          		NaN				9076060742.490
[6,7,21]       		15517686843.279		-----          		NaN				9076060742.490
[6,7,22]       		15780729174.289		-----          		NaN				9076060742.490
[6,7,23]       		13479505261.377		-----          		NaN				9076060742.490
[6,7,24]       		9378075276.935		-----          		NaN				9076060742.490
[6,8,9]        		10666659043.526		-----          		NaN				9076060742.490
[6,8,10]       		10330150604.858		-----          		NaN				9076060742.490
[6,8,11]       		9772245139.162		-----          		NaN				9076060742.490
[6,8,12]       		10471741804.065		-----          		NaN				9076060742.490
[6,8,13]       		10282303275.717		-----          		NaN				9076060742.490
[6,8,14]       		10438634317.941		-----          		NaN				9076060742.490
[6,8,15]       		10512551646.551		-----          		NaN				9076060742.490
[6,8,16]       		9597813060.267		-----          		NaN				9076060742.490
[6,8,17]       		9532711945.451		-----          		NaN				9076060742.490
[6,8,18]       		9869373907.401		-----          		NaN				9076060742.490
[6,8,19]       		9938488591.546		-----          		NaN				9076060742.490
[6,8,20]       		10351071232.514		-----          		NaN				9076060742.490
[6,8,21]       		9781188978.356		-----          		NaN				9076060742.490
[6,8,22]       		10165432044.242		-----          		NaN				9076060742.490
[6,8,23]       		10218909275.574		-----          		NaN				9076060742.490
[6,8,24]       		9614692880.898		-----          		NaN				9076060742.490
[6,9,10]       		14027855096.207		-----          		NaN				9076060742.490
[6,9,11]       		15792170997.050		-----          		NaN				9076060742.490
[6,9,12]       		13247454361.145		-----          		NaN				9076060742.490
[6,9,13]       		15043208825.239		-----          		NaN				9076060742.490
[6,9,14]       		13937812867.756		-----          		NaN				9076060742.490
[6,9,15]       		15345861722.290		-----          		NaN				9076060742.490
[6,9,16]       		10464484175.539		-----          		NaN				9076060742.490
[6,9,17]       		10285547135.650		-----          		NaN				9076060742.490
[6,9,18]       		15852324477.824		-----          		NaN				9076060742.490
[6,9,19]       		10158868546.869		-----          		NaN				9076060742.490
[6,9,20]       		12377086527.575		-----          		NaN				9076060742.490
[6,9,21]       		15837093477.283		-----          		NaN				9076060742.490
[6,9,22]       		16189655012.063		-----          		NaN				9076060742.490
[6,9,23]       		14417062456.305		-----          		NaN				9076060742.490
[6,9,24]       		10211595761.684		-----          		NaN				9076060742.490
[6,10,11]      		13246908169.067		-----          		NaN				9076060742.490
[6,10,12]      		12791799496.964		-----          		NaN				9076060742.490
[6,10,13]      		13119040061.932		-----          		NaN				9076060742.490
[6,10,14]      		13587502749.667		-----          		NaN				9076060742.490
[6,10,15]      		13490744349.494		-----          		NaN				9076060742.490
[6,10,16]      		9728412502.070		-----          		NaN				9076060742.490
[6,10,17]      		9571674009.010		-----          		NaN				9076060742.490
[6,10,18]      		13347085038.910		-----          		NaN				9076060742.490
[6,10,19]      		9659125647.420		-----          		NaN				9076060742.490
[6,10,20]      		12198790839.061		-----          		NaN				9076060742.490
[6,10,21]      		13221783710.345		-----          		NaN				9076060742.490
[6,10,22]      		13587781590.018		-----          		NaN				9076060742.490
[6,10,23]      		12807878943.053		-----          		NaN				9076060742.490
[6,10,24]      		9575284855.674		-----          		NaN				9076060742.490
[6,11,12]      		12321995792.584		-----          		NaN				9076060742.490
[6,11,13]      		14082128047.941		-----          		NaN				9076060742.490
[6,11,14]      		13219587851.737		-----          		NaN				9076060742.490
[6,11,15]      		14354421768.903		-----          		NaN				9076060742.490
[6,11,16]      		9548780736.173		-----          		NaN				9076060742.490
[6,11,17]      		9344695161.166		-----          		NaN				9076060742.490
[6,11,18]      		15876274558.570		-----          		NaN				9076060742.490
